status,alias,product,component,version,hardware,importance,assignee
NEW,None,GMF-Runtime,General,unspecified,PC All,P3 normal,Inbox
NEW,None,Platform,User,3.4,PC Windows XP,P3 major ,platform-ua-inbox
NEW,None,Platform,UI,3.4,Macintosh Mac OS X - Carbon (unsup.),P3 enhancement ,Platform UI Triaged
NEW,None,Platform,SWT,3.4,All All,P3 enhancement ,Felipe Heidrich
NEW,None,PDE,API,3.4,PC Windows XP,P3 normal ,PDE API Tools Inbox
ASSIGNED,None,Platform,Compare,3.3.1,PC Windows XP,P4 minor ,Platform-Compare-Inbox
NEW,None,CDT,cdt-debug,5.0,PC All,P3 enhancement with 9 votes ,cdt-debug-inbox@eclipse.org
ASSIGNED,None,z_Archived,Geclipse,unspecified,All All,P3 minor ,David Johnson
NEW,None,JDT,Debug,3.4,PC Linux,P3 enhancement ,JDT-Debug-Inbox
NEW,None,Java Server Faces,Core,3.0.1,PC Windows XP,P3 normal ,Carlin Rogers
NEW,None,Platform,Ant,3.3.1,PC Linux,P3 enhancement with 2 votes ,Platform-Ant-Inbox
ASSIGNED,None,JDT,UI,3.4,PC Windows XP,P3 normal ,JDT-UI-Inbox
NEW,None,Mylyn Tasks,Bugzilla,unspecified,PC Linux,P4 enhancement with 1 vote ,Project Inbox
ASSIGNED,None,Platform,Debug,3.4,PC Windows XP,P3 normal ,Platform-Debug-Inbox
NEW,None,Target Management,RSE,3.0,PC Windows XP,P2 major with 1 vote ,David Dykstal
NEW,None,Platform,UI,3.4,PC Linux-GTK,P3 normal ,Platform UI Triaged
NEW,None,Platform,UI,3.4,PC Linux,P3 enhancement ,Platform UI Triaged
NEW,None,PDE,UI,3.4,All All,P3 enhancement ,PDE-UI-Inbox
NEW,None,Platform,UI,3.4,All All,P3 enhancement with 2 votes ,Boris Bokowski
ASSIGNED,None,Platform,CVS,3.3.2,PC Windows XP,P4 minor ,platform-cvs-inbox
NEW,None,PDE,UI,3.4,All All,P3 enhancement ,PDE-UI-Inbox
NEW,None,PDE,UI,3.4,All All,P3 enhancement ,PDE-UI-Inbox
NEW,None,Platform,SWT,3.3.2,PC Windows XP,P3 normal ,Silenio Quarti
ASSIGNED,None,Equinox,p2,3.4,PC Windows XP,P3 enhancement ,P2 Inbox
NEW,None,Platform,SWT,3.4,PC Windows XP,P3 normal ,Steve Northover
NEW,None,Platform,UI,3.4,PC Windows XP,P3 normal ,Platform UI Triaged
ASSIGNED,None,z_Archived,Cosmos,unspecified,All All,P3 enhancement ,Jimmy Mohsin
NEW,None,GMF-Tooling,Core,unspecified,PC Windows Vista,P3 normal ,gmf.generation-inbox
NEW,None,Platform,UI,3.4,All All,P3 normal ,Platform UI Triaged
NEW,None,CDT,cdt-core,5.0,All All,P3 enhancement ,Project Inbox
NEW,None,GMF-Runtime,General,2.1,All All,P3 normal,Anthony Hunter
NEW,None,GMF-Runtime,General,2.1,All Linux,P3 normal,Anthony Hunter
NEW,None,PDT,Debugger,unspecified,PC Windows XP,P3 enhancement ,PHP Debug
NEW,None,Platform,Ant,3.3.2,PC Windows XP,P3 normal ,Platform-Ant-Inbox
NEW,None,WTP ServerTools,wst.server,3.0,PC Windows XP,P3 normal ,Angel Vera
ASSIGNED,None,CDT,cdt-core,4.0.3,PC Linux-GTK,P3 major ,Chris Recoskie
NEW,None,Platform,UI,3.4,All All,P3 minor ,Platform UI Triaged
NEW,None,EclipseLink,Foundation,unspecified,All All,P3 enhancement ,Project Inbox
NEW,None,Target Management,RSE,3.0,PC Windows XP,P3 normal ,David Dykstal
NEW,None,Platform,UI,3.4,PC Windows XP,P3 enhancement ,Platform UI Triaged
NEW,None,Platform,Ant,3.4,PC Windows XP,P3 normal with 4 votes ,Platform-Ant-Inbox
NEW,None,Target Management,Website,3.0,All All,P1 normal ,David Dykstal
ASSIGNED,None,CDT,cdt-debug-dsf,0 DD 1.1,All All,P3 normal ,Project Inbox
NEW,None,GMF-Runtime,General,2.1,PC Windows XP,P3 normal,Inbox
NEW,None,Data Tools,SQL,1.6,PC Windows XP,P3 normal ,dtp.sqldevtools-inbox
NEW,None,z_Archived,Cosmos,unspecified,All All,P3 enhancement ,Jason Losh
NEW,None,GEF,GEF-Legacy,unspecified,All All,P3 normal ,gef-inbox
NEW,None,Platform,UI,3.4,All All,P3 normal ,Platform UI Triaged
NEW,None,EMFT,Emfatic,unspecified,All All,P3 normal ,Miguel Garcia
NEW,None,z_Archived,Cosmos,unspecified,All All,P3 enhancement ,David Whiteman
NEW,None,WTP Incubator,wtp.inc.facelets,unspecified,PC Windows XP,P3 normal ,Project Inbox
NEW,None,Platform,IDE,3.4,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,EclipseLink,Foundation,unspecified,All All,P5 normal with 3 votes ,Project Inbox
NEW,None,Platform,UI,3.4,PC Linux,P3 normal ,Platform UI Triaged
NEW,None,Platform,IDE,3.4,PC Linux,P3 normal ,Platform UI Triaged
ASSIGNED,None,Platform,Team,3.4,All All,P3 enhancement ,Platform Team Inbox
NEW,None,GMF-Runtime,General,unspecified,All All,P3 normal,GMF Inbox
NEW,None,Dali JPA Tools,JPA,2.0,PC Windows XP,P3 enhancement ,Neil Hauge
NEW,None,Platform,UI,3.4,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,GMF-Runtime,General,2.1,PC Windows XP,P3 enhancement,Alex Boyko
NEW,None,JDT,UI,3.4,All All,P3 major ,Markus Keller
NEW,None,EPP,cpp-package,unspecified,PC Windows XP,P3 normal ,Project Inbox
NEW,None,Platform,UI,3.4,PC Windows Vista,P3 enhancement ,Platform UI Triaged
NEW,None,GMF-Runtime,General,2.1,PC Windows XP,P3 normal,Inbox
NEW,None,JWT,WE,1.1.0,All All,P3 normal ,Project Inbox
NEW,None,GMF-Runtime,General,2.1,PC Windows XP,P3 normal,Anthony Hunter
NEW,None,PDE,UI,3.3.2,Macintosh Mac OS X - Carbon (unsup.),P3 normal ,PDE-UI-Inbox
NEW,None,z_Archived,Buckminster,unspecified,All All,P3 normal ,buckminster.core-inbox
NEW,None,Platform,IDE,3.4,PC Linux-GTK,P3 normal ,Platform UI Triaged
NEW,None,CDT,cdt-build,5.0,All All,P3 normal ,Project Inbox
NEW,None,DLTK,Ruby-Debug,0.95,PC Windows XP,P3 normal ,dltk.ruby-inbox
NEW,None,CDT,cdt-build-managed,5.0,Other Linux,P3 normal with 1 vote ,Project Inbox
ASSIGNED,None,CDT,cdt-debug-dsf-gdb,0 DD 1.1,PC Linux,P3 enhancement ,Project Inbox
NEW,None,Platform,SWT,3.4.2,PC Windows XP,P3 normal ,Steve Northover
NEW,None,Platform,UI,3.4,PC Windows XP,P3 normal with 3 votes ,Platform UI Triaged
NEW,None,Platform,UI,3.4,PC Windows XP,P3 minor ,Platform UI Triaged
NEW,None,z_Archived,Geclipse,unspecified,PC Linux,P3 normal ,Ariel Garcia
NEW,None,EclipseLink,Build,unspecified,All All,P5 normal ,Eric Gwin
NEW,None,Mylyn,Tasks,unspecified,All All,P4 enhancement ,Project Inbox
NEW,None,EclipseLink,Build,unspecified,All All,P5 minor ,Eric Gwin
NEW,None,Platform,UI,3.4,PC Windows Vista,P3 normal ,Platform UI Triaged
NEW,None,GEF,GEF-Legacy,3.4,PC Windows XP,P3 normal ,gef-inbox
ASSIGNED,None,Platform,Resources,3.4,PC Windows XP,P4 enhancement ,Platform-Resources-Inbox
NEW,None,Equinox,Incubator,3.4.2,All All,P3 trivial ,equinox.incubator-inbox
NEW,None,Dali JPA Tools,JPA,unspecified,All All,P3 normal with 2 votes ,Karen Butzke
NEW,None,Platform,UI,3.4,PC Mac OS X - Carbon (unsup.),P3 normal ,Platform UI Triaged
NEW,None,AspectJ,Compiler,DEVELOPMENT,PC Linux,P2 major ,AJDT-inbox
NEW,None,Platform,SWT,3.4,PC Mac OS X - Carbon (unsup.),P3 normal ,Silenio Quarti
NEW,None,Platform,User,3.4,PC Windows XP,P3 normal ,platform-ua-inbox
NEW,None,Data Tools,JDBC,1.6,PC Windows XP,P3 enhancement ,Brian Fitzpatrick
NEW,None,Target Management,RSE,3.0,PC Windows XP,P2 normal ,David Dykstal
NEW,None,Platform,UI,3.3,PC Windows XP,P3 normal ,Platform UI Triaged
ASSIGNED,None,Platform,Debug,3.4,PC Windows XP,P3 major ,Platform-Debug-Inbox
NEW,None,JDT,Debug,3.4,PC Windows XP,P3 normal ,JDT-Debug-Inbox
NEW,None,WTP ServerTools,jst.server,3.0,PC Linux,P3 normal ,Larry Isaacs
NEW,None,Platform,SWT,3.3.2,PC Windows XP,P3 normal ,Ahmed Moharram
NEW,None,Mylyn,Tasks,unspecified,All All,P2 enhancement ,Project Inbox
ASSIGNED,None,GMF-Runtime,General,2.1,PC Windows XP,P3 normal,Alex Boyko
NEW,None,GMF-Runtime,General,2.1,PC Windows XP,P3 enhancement,Anthony Hunter
NEW,None,PDE,UI,3.4,PC Windows XP,P3 enhancement ,PDE-UI-Inbox
NEW,None,Platform,CVS,3.5,All All,P3 normal ,platform-cvs-inbox
NEW,None,EclipseLink,Examples,unspecified,All All,P5 minor ,Shaun Smith
NEW,None,EPP,jee-package,unspecified,PC Windows XP,P3 enhancement ,Project Inbox
NEW,None,PDE,UI,3.5,All All,P3 normal ,PDE-UI-Inbox
ASSIGNED,None,Target Management,RSE,3.0,PC Windows CE,P3 enhancement ,Radoslav Gerganov
ASSIGNED,None,PDE,UI,3.4,All All,P3 enhancement ,PDE-UI-Inbox
NEW,None,Mylyn,UI,unspecified,All All,P4 enhancement ,Project Inbox
NEW,None,GMF-Runtime,General,2.1,All All,P3 normal,Inbox
NEW,None,Platform,UI,3.4,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Target Management,RSE,3.0,All All,P3 enhancement ,David McKnight
NEW,None,EclipseLink,Foundation,unspecified,PC Windows XP,P5 normal ,Project Inbox
NEW,None,Platform,UI,3.4,All All,P3 enhancement ,Platform UI Triaged
NEW,None,Platform,User,3.4,PC Windows XP,P3 normal ,platform-ua-inbox
NEW,None,z_Archived,Geclipse,unspecified,All All,P3 normal ,Thomas Kockerbauer
NEW,None,Equinox,Components,3.4,PC Windows Vista,P3 enhancement ,equinox.compendium-inbox
NEW,None,Equinox,Components,3.4,All All,P3 enhancement ,equinox.compendium-inbox
NEW,None,Platform,SWT,3.5,PC Windows XP,P3 enhancement ,Felipe Heidrich
NEW,None,JDT,Core,3.4,PC Windows XP,P3 normal ,Srikanth Sankaran
NEW,None,GMF-Runtime,General,2.1,All All,P3 normal,Anthony Hunter
NEW,None,GMF-Runtime,General,2.1,PC Windows XP,P3 normal,Anthony Hunter
NEW,None,Platform,UI,3.4,PC Linux,P3 normal ,Platform UI Triaged
ASSIGNED,None,z_Archived,Examples,unspecified,All All,P3 normal ,Project Inbox
NEW,None,BIRT,Chart,2.3.0,PC Linux,P3 normal ,Xingsheng Zhu
NEW,None,Platform,UI,3.3.2,PC Windows XP,P3 enhancement ,Platform UI Triaged
ASSIGNED,None,Platform,Team,3.3,PC Linux,P3 minor ,Platform Team Inbox
NEW,None,EclipseLink,Examples,unspecified,All All,P3 normal with 1 vote ,Project Inbox
NEW,None,PDE,UI,3.4,All All,P3 major ,PDE-UI-Inbox
NEW,None,CDT,cdt-core,5.0,PC Linux,P3 normal ,Project Inbox
NEW,None,EclipseLink,Foundation,unspecified,PC Windows XP,P5 enhancement ,Project Inbox
ASSIGNED,None,JDT,UI,3.4,PC Windows XP,P3 normal ,JDT-UI-Inbox
NEW,None,Modeling,Cross-Project,unspecified,PC Linux,P3 normal ,phoenix.ui
NEW,None,z_Archived,IMP,unspecified,PC Windows XP,P3 normal ,Stan Sutton
NEW,None,GMF-Runtime,General,2.1,PC Windows XP,P3 trivial,Anthony Hunter
NEW,None,GMF-Runtime,General,2.1,PC Windows XP,P3 normal,Anthony Hunter
NEW,None,Platform,UI,3.4,All All,P3 enhancement ,Boris Bokowski
NEW,None,Platform,SWT,3.3.1,PC Windows XP,P3 normal ,Silenio Quarti
NEW,None,Platform,User,3.5,PC Windows XP,P3 enhancement ,platform-ua-inbox
NEW,None,CDT,cdt-build,5.0,Other Linux,P3 normal with 1 vote ,cdt-build-inbox@eclipse.org
NEW,None,EclipseLink,Examples,1.0,PC Windows XP,P5 normal ,Project Inbox
NEW,None,Platform,UI,3.4,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Mylyn,Tasks,dev,PC Linux,P3 enhancement with 9 votes ,Steffen Pingel
NEW,None,PDE,UI,3.5,PC Mac OS X - Carbon (unsup.),P3 enhancement ,Chris Aniszczyk
NEW,None,Equinox,Launcher,3.3.1,PC Windows XP,P3 normal with 3 votes ,Project Inbox
NEW,None,GMF-Tooling,Core,unspecified,PC Windows XP,P3 normal with 1 vote ,gmf.samples-inbox
NEW,None,Platform,UI,3.5,PC Windows XP,P3 enhancement ,Platform UI Triaged
NEW,None,Dali JPA Tools,JPA,2.0,PC Windows XP,P3 enhancement ,Neil Hauge
NEW,None,GMF-Tooling,Core,2.1,PC Windows XP,P3 normal ,Project Inbox
NEW,None,GMF-Tooling,Core,unspecified,PC Windows XP,P3 normal ,gmf.samples-inbox
NEW,None,WTP Webservices,wst.wsdl,3.0,PC Windows XP,P3 minor ,Project Inbox
NEW,None,Equinox,Framework,3.4,PC Windows Vista,P3 normal ,equinox.framework-inbox
NEW,None,JSDT,General,3.0,PC Windows XP,P3 enhancement ,Project Inbox
NEW,None,Platform,Compare,3.4,PC Windows XP,P3 minor ,Platform-Compare-Inbox
NEW,None,EclipseLink,Foundation,unspecified,PC Windows XP,P5 normal ,Project Inbox
ASSIGNED,None,CDT,cdt-debug-dsf,0 DD 1.1,PC All,P3 enhancement ,Project Inbox
NEW,None,WTP ServerTools,jst.server,3.0,PC Windows XP,P3 normal ,Larry Isaacs
NEW,None,EclipseLink,Foundation,unspecified,All All,P3 minor ,Project Inbox
NEW,None,Platform,SWT,3.4,Macintosh Mac OS X,P3 normal with 2 votes ,Platform-SWT-Inbox
NEW,None,PDE,Incubators,3.4,PC Windows XP,P3 normal ,PDE-Incubator-Inbox
NEW,None,JDT,Debug,3.4,PC Windows XP,P3 enhancement with 2 votes ,JDT-Debug-Inbox
NEW,None,GMF-Tooling,Core,2.1,All All,P3 enhancement ,gmf.generation-inbox
NEW,None,JSDT,General,unspecified,All All,P3 enhancement with 9 votes ,wst.javascript
NEW,None,Equinox,p2,unspecified,PC Windows XP,P3 enhancement ,P2 Inbox
ASSIGNED,None,Platform,Compare,3.4,All All,P3 enhancement ,Platform-Compare-Inbox
NEW,None,Platform,UI,3.4,PC Linux,P3 enhancement with 1 vote ,Francis Upton IV
NEW,None,Platform,Team,3.4,PC Windows XP,P3 normal ,Platform Team Inbox
ASSIGNED,None,JDT,UI,3.4,All All,P4 normal ,JDT-UI-Inbox
NEW,None,Platform,User,3.4,All All,P3 enhancement ,platform-ua-inbox
NEW,None,Platform,Compare,3.4,PC Windows XP,P3 normal ,Platform-Compare-Inbox
ASSIGNED,None,JDT,UI,3.4,PC Windows XP,P3 normal ,JDT-UI-Inbox
ASSIGNED,None,JDT,UI,3.4,All All,P3 normal ,JDT-UI-Inbox
NEW,None,CDT,cdt-build,5.0,PC Linux,P3 normal with 1 vote ,cdt-build-inbox@eclipse.org
NEW,None,JDT,Core,3.4,PC Windows XP,P3 normal ,JDT-Core-Inbox
ASSIGNED,None,Platform,Text,3.5,All All,P5 enhancement ,Platform-Text-Inbox
NEW,None,CDT,cdt-core,5.0,All All,P3 normal ,Project Inbox
ASSIGNED,None,Target Management,Terminal,3.0,PC Windows XP,P4 minor ,dsdp.tm.core-inbox
ASSIGNED,None,Platform,CVS,3.2.2,PC Windows XP,P3 enhancement ,platform-cvs-inbox
NEW,None,Java Server Faces,Core,3.0,PC Windows XP,P2 normal ,Cameron Bateman
ASSIGNED,None,CDT,cdt-debug-dsf-gdb,0 DD 1.1,PC Linux,P3 enhancement ,Project Inbox
NEW,None,z_Archived,gmt,unspecified,PC Linux-GTK,P3 normal ,Project Inbox
NEW,None,PDE,UI,3.5,PC Mac OS X - Carbon (unsup.),P3 normal ,PDE-UI-Inbox
NEW,None,PDE,UI,3.4,Macintosh Mac OS X - Carbon (unsup.),P3 normal ,PDE-UI-Inbox
NEW,None,Platform,UI,3.4,PC Linux,P3 trivial ,Platform UI Triaged
NEW,None,Platform,SWT,3.4,PC Windows XP,P3 normal ,Carolyn MacLeod
ASSIGNED,None,JDT,UI,3.4,PC Windows XP,P3 normal ,JDT-UI-Inbox
ASSIGNED,None,JDT,UI,3.4,PC Windows XP,P3 minor ,JDT-UI-Inbox
NEW,None,Target Management,RSE,3.0,All All,P3 enhancement ,David McKnight
NEW,None,EclipseLink,JPA,1.0,PC Windows XP,P5 enhancement ,Project Inbox
NEW,None,AspectJ,Compiler,1.6.1rc1,Macintosh Mac OS X - Carbon (unsup.),P3 normal ,aspectj inbox
ASSIGNED,None,CDT,cdt-debug-dsf-gdb,0 DD 1.1,PC Linux,P3 normal ,Project Inbox
NEW,None,GMF-Runtime,General,2.1,PC Windows XP,P3 normal,Inbox
NEW,None,Babel,Server,unspecified,PC Windows XP,P3 normal ,Babel server inbox
NEW,None,PDE,UI,3.4,PC All,P3 enhancement ,PDE-UI-Inbox
ASSIGNED,None,Equinox,p2,unspecified,All All,P3 normal ,P2 Inbox
NEW,None,Platform,IDE,3.4,PC Windows Vista,P3 normal ,Platform UI Triaged
NEW,None,Equinox,p2,unspecified,All All,P3 enhancement ,P2 Inbox
NEW,None,Platform,UI,3.4,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Community,Bugzilla,unspecified,PC Windows XP,P3 normal ,Eclipse Webmaster
NEW,None,Mylyn,UI,3.0,PC Windows XP,P3 minor with 5 votes ,Project Inbox
NEW,None,Platform,SWT,3.4,PC Windows XP,P3 normal ,Platform-SWT-Inbox
NEW,None,CDT,cdt-refactoring,5.0,PC Windows XP,P3 normal with 1 vote ,Project Inbox
NEW,None,WTP ServerTools,wst.server,3.0,PC Windows XP,P3 normal ,Angel Vera
NEW,None,Platform,SWT,3.5,PC Windows XP,P3 normal ,Felipe Heidrich
NEW,None,Equinox,p2,unspecified,PC Windows XP,P3 normal ,P2 Inbox
ASSIGNED,None,Platform,Team,3.5,PC Linux,P3 enhancement ,Platform Team Inbox
ASSIGNED,None,JDT,UI,3.5,All All,P5 enhancement ,JDT-UI-Inbox
NEW,None,Equinox,Components,3.3.2,PC Windows XP,P3 normal ,equinox.compendium-inbox
NEW,None,Platform,User,3.4,PC Windows XP,P3 normal ,platform-ua-inbox
NEW,None,Platform,SWT,3.3.2,PC Windows XP,P3 normal ,Steve Northover
NEW,None,Platform,IDE,3.3.2,PC Windows 2000,P3 enhancement ,Platform UI Triaged
NEW,None,GMF-Runtime,General,unspecified,PC Windows XP,P3 enhancement,Inbox
NEW,None,GMF-Runtime,General,2.1,PC Windows XP,P3 normal,Inbox
NEW,None,GMF-Runtime,General,2.1,PC Windows XP,P3 normal,Inbox
NEW,None,PDE,UI,3.4,All All,P3 enhancement ,PDE-UI-Inbox
NEW,None,EclipseLink,JPA,unspecified,PC Windows XP,P5 normal ,Project Inbox
NEW,None,GMF-Runtime,General,unspecified,PC Windows XP,P3 normal,Inbox
NEW,None,Platform,Runtime,3.5,PC Windows XP,P3 normal ,platform-runtime-inbox
NEW,None,Platform,SWT,3.3,PC Windows XP,P3 normal with 3 votes ,Carolyn MacLeod
NEW,None,GMF-Runtime,General,2.1,PC Windows XP,P3 enhancement,Anthony Hunter
NEW,None,PDE,UI,3.4,All All,P3 enhancement ,PDE-UI-Inbox
NEW,None,Mylyn,Tasks,unspecified,All All,P2 normal ,Project Inbox
ASSIGNED,None,JDT,UI,3.4,PC Windows Vista,P3 trivial ,JDT-UI-Inbox
ASSIGNED,None,JDT,UI,3.4,PC Windows Vista,P3 normal ,JDT-UI-Inbox
ASSIGNED,None,JDT,UI,3.4,PC Windows Vista,P3 minor ,JDT-UI-Inbox
ASSIGNED,None,JDT,UI,3.4,PC Windows Vista,P3 normal ,JDT-UI-Inbox
ASSIGNED,None,RAP,RWT,1.1,All All,P3 enhancement ,Project Inbox
ASSIGNED,None,CDT,cdt-debug-dsf,0 DD 1.1,PC Windows XP,P3 normal ,Project Inbox
ASSIGNED,None,Platform,Compare,3.4,All All,P3 enhancement with 1 vote ,Platform-Compare-Inbox
NEW,None,GEF,GEF-Legacy,3.4,PC Windows XP,P3 enhancement ,gef-inbox
NEW,None,Platform,Compare,3.4,All All,P3 normal with 1 vote ,Platform-Compare-Inbox
NEW,None,CDT,cdt-debug,5.0,PC Windows XP,P3 enhancement ,cdt-debug-inbox@eclipse.org
ASSIGNED,None,CDT,cdt-debug-dsf-gdb,0 DD 1.1,PC Linux,P3 normal ,Project Inbox
NEW,None,Platform,Compare,3.4,All All,P3 normal ,Platform-Compare-Inbox
NEW,None,BIRT,Report,unspecified,PC Windows XP,P3 normal ,Birt-Report-inbox@eclipse.org
NEW,None,Platform,UI,3.4,PC All,P3 normal ,Platform UI Triaged
ASSIGNED,None,VTP,simdebug,3.0,PC Windows XP,P3 enhancement ,Mike Greenawalt
ASSIGNED,None,Equinox,Launcher,3.4,PC Windows Vista,P3 enhancement ,Project Inbox
ASSIGNED,None,Platform,Team,3.0,All All,P5 enhancement ,Dani Megert
NEW,None,WTP Webservices,wst.ws,unspecified,PC Windows 2000,P3 enhancement ,Eric Peters
ASSIGNED,None,RAP,Workbench,1.1,All All,P3 enhancement ,Project Inbox
NEW,None,Platform,CVS,3.4,All All,P3 minor ,platform-cvs-inbox
NEW,None,Orbit,releng,unspecified,PC Windows Vista,P2 normal ,Project Inbox
ASSIGNED,None,JDT,UI,3.5,All All,P3 enhancement ,JDT-UI-Inbox
NEW,None,Dali JPA Tools,General,2.0,PC Windows XP,P3 enhancement ,Neil Hauge
NEW,None,WTP Source Editing,wst.html,unspecified,All All,P3 enhancement ,Nick Sandonato
ASSIGNED,None,JDT,Debug,3.4,All All,P3 enhancement ,JDT-Debug-Inbox
NEW,None,WTP Java EE Tools,jst.j2ee,3.0,PC Windows XP,P2 normal ,jst.j2ee
NEW,None,Platform,CVS,3.4,PC Windows XP,P3 major with 1 vote ,platform-cvs-inbox
ASSIGNED,None,WTP Source Editing,wst.html,unspecified,PC Linux,P3 normal ,wst.html-triaged
NEW,None,WTP Source Editing,wst.html,3.0,PC Linux,P3 enhancement ,wst.html
NEW,None,MDT.XSD,Core,unspecified,All All,P3 enhancement with 1 vote ,Ed Merks
NEW,None,Data Tools,Connectivity,Ganymede,PC Windows XP,P3 normal ,Brian Fitzpatrick
ASSIGNED,None,CDT,cdt-debug-dsf,0 DD 1.1,PC Linux,P3 enhancement ,Project Inbox
NEW,None,Equinox,p2,3.4,All All,P3 enhancement with 1 vote ,P2 Inbox
NEW,None,Platform,Compare,3.4,PC Linux-GTK,P3 major ,Platform-Compare-Inbox
NEW,None,z_Archived,Corona,unspecified,All All,P3 enhancement ,Dennis O'Flynn
NEW,None,OCL,Core,1.2.0,PC Windows XP,P3 normal ,OCL Inbox
ASSIGNED,None,WTP ServerTools,wst.server,3.0,PC Windows XP,P3 normal ,Steven Hung
ASSIGNED,None,Platform,Text,3.3.2,All All,P4 minor ,Platform-Text-Inbox
NEW,None,WTP Java EE Tools,jst.j2ee,unspecified,Other Linux,P3 normal with 1 vote ,jst.j2ee
NEW,None,Equinox,p2,3.4,PC Windows XP,P2 normal ,DJ Houghton
NEW,None,Platform,UI,3.4,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Dali JPA Tools,JPA,2.0,PC Windows XP,P3 normal ,Neil Hauge
NEW,None,GMF-Tooling,Core,2.1,PC Windows XP,P3 normal ,gmf.samples-inbox
NEW,None,Platform,SWT,3.3.2,PC Windows XP,P3 normal ,Carolyn MacLeod
ASSIGNED,None,Platform,Compare,3.4,All All,P3 enhancement ,Platform-Compare-Inbox
NEW,None,PDE,UI,3.4,PC Windows Vista,P3 normal ,PDE-UI-Inbox
NEW,None,PDE,UI,3.4,PC Windows Vista,P3 normal ,PDE-UI-Inbox
NEW,None,Equinox,p2,unspecified,PC Windows XP,P4 enhancement ,P2 Inbox
NEW,None,EclipseLink,Foundation,1.0,All All,P5 enhancement with 6 votes ,Project Inbox
NEW,None,JDT,Core,3.4,Other All,P3 minor ,Stephan Herrmann
NEW,None,Platform,User,3.4,All All,P3 enhancement ,platform-ua-inbox
NEW,None,WTP EJB Tools,jst.ejb,unspecified,All All,P3 enhancement with 1 vote ,jst.ejb
NEW,None,Platform,UI,3.4,All All,P3 normal ,Platform UI Triaged
NEW,None,Platform,Team,3.4,PC Windows XP,P3 normal ,Platform Team Inbox
NEW,None,Platform,SWT,3.3.2,PC Windows XP,P3 normal ,Kevin Barnes
NEW,None,Platform,UI,3.3.2,Macintosh Mac OS X - Carbon (unsup.),P3 normal ,Platform UI Triaged
ASSIGNED,None,AspectJ,IDE,unspecified,PC Windows XP,P2 major ,Andrew Clement
NEW,None,Platform,UI,3.4,PC Linux,P3 normal ,Platform UI Triaged
NEW,None,Platform,UI,3.4,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Platform,User,3.5,PC Windows XP,P3 enhancement ,platform-ua-inbox
NEW,None,Platform,User,3.5,PC Windows XP,P3 enhancement ,platform-ua-inbox
NEW,None,Platform,User,3.5,PC Windows XP,P3 enhancement with 1 vote ,platform-ua-inbox
NEW,None,Platform,User,3.5,PC Windows XP,P3 enhancement ,platform-ua-inbox
NEW,None,Platform,User,3.5,PC Windows XP,P3 enhancement ,platform-ua-inbox
NEW,None,Platform,User,3.5,PC Windows XP,P3 enhancement with 1 vote ,platform-ua-inbox
ASSIGNED,None,Platform,Debug,3.5,PC Windows XP,P3 normal ,Platform-Debug-Inbox
NEW,None,JWT,WE,1.1.0,All All,P3 normal ,Project Inbox
NEW,None,Platform,User,3.4,PC Windows XP,P3 normal with 1 vote ,platform-ua-inbox
ASSIGNED,None,Platform,UI,3.4,PC Windows XP,P5 enhancement ,Platform UI Triaged
NEW,None,Platform,Ant,3.4,PC Windows XP,P3 normal ,Platform-Ant-Inbox
NEW,None,z_Archived,Geclipse,unspecified,All All,P3 enhancement ,Ariel Garcia
NEW,None,JDT,Core,3.4,PC Windows XP,P3 normal ,JDT-Core-Inbox
ASSIGNED,None,Platform,Text,3.4,All All,P3 normal ,Platform-Text-Inbox
NEW,None,GMF-Runtime,General,2.0.2,PC Windows XP,P3 normal,Inbox
NEW,None,Platform,CVS,3.4,PC Windows Vista,P3 enhancement ,platform-cvs-inbox
NEW,None,Platform,UI,3.4,PC Linux,P3 normal ,Platform UI Triaged
NEW,None,z_Archived,Cosmos,unspecified,All All,P3 enhancement ,David Whiteman
NEW,None,CDT,cdt-qt,5.0,PC Linux,P3 normal ,Doug Schaefer
NEW,None,EMF,cdo.ui,4.8,PC Windows XP,P3 enhancement ,Victor Roldan Betancort
NEW,None,Equinox,Framework,3.4,PC Windows XP,P3 normal ,equinox.framework-inbox
NEW,None,EMF,cdo.ui,4.8,PC Windows XP,P3 enhancement ,Victor Roldan Betancort
NEW,None,EMF,cdo.ui,4.8,All All,P3 enhancement ,Victor Roldan Betancort
NEW,None,Platform,SWT,3.4,Macintosh Mac OS X - Carbon (unsup.),P3 normal ,Carolyn MacLeod
NEW,None,EMF,cdo.ui,4.8,All All,P3 enhancement ,Victor Roldan Betancort
ASSIGNED,None,CDT,cdt-debug-dsf-gdb,0 DD 1.1,PC Linux,P3 normal ,Project Inbox
NEW,None,Platform,UI,3.4,PC Windows XP,P3 enhancement ,Platform UI Triaged
NEW,None,WTP Source Editing,jst.jsp,3.0,All All,P3 enhancement ,Nitin Dahyabhai
